City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Mahuva,IN,21.0914,71.7622,78.6,83,33,10.27,scattered clouds
351,Topeka,US,39.0483,-95.678,91.89,50,0,8.05,clear sky
352,Derzhavinsk,KZ,51.1,66.3167,66.56,22,0,8.3,clear sky
353,Planaltina,BR,-15.4528,-47.6142,82.96,38,62,0.72,broken clouds
354,Ishigaki,JP,24.3448,124.1572,77.13,83,75,9.22,broken clouds
355,Vila Do Maio,CV,15.1333,-23.2167,86.79,72,98,12.8,overcast clouds
356,Grand-Santi,GF,4.25,-54.3833,93.99,44,61,2.3,broken clouds
357,Shunyi,CN,40.125,116.6453,57.15,62,0,4.47,clear sky
358,Sydney,AU,-33.8679,151.2073,63.72,80,75,14.97,broken clouds
359,Narasannapeta,IN,18.4167,84.05,78.93,85,73,4.18,broken clouds
360,Romitan,UZ,39.9343,64.3814,76.95,27,0,6.91,clear sky
361,Port Hedland,AU,-20.3167,118.5667,62.65,82,1,5.75,clear sky
362,Aras,ES,42.5617,-2.356,77.41,19,0,4.61,clear sky
363,Semey,KZ,50.4111,80.2275,61.02,36,0,8.72,clear sky
364,Upernavik,GL,72.7868,-56.1549,33.1,92,96,3.09,overcast clouds
365,Ixtapa,MX,20.7,-105.2,84.22,83,75,1.01,broken clouds
366,Atbasar,KZ,51.8,68.3333,65.89,43,5,5.06,clear sky
367,Vilhena,BR,-12.7406,-60.1458,89.82,45,40,9.22,scattered clouds
368,Waiouru,NZ,-39.4833,175.6667,46.36,96,100,1.74,overcast clouds
369,Pocone,BR,-16.2567,-56.6228,98.02,31,35,4.59,scattered clouds
370,Tupik,RU,54.4253,119.9327,34.99,92,95,4.9,overcast clouds
371,Husavik,IS,66.0449,-17.3389,53.64,83,41,6.4,scattered clouds
372,Lorengau,PG,-2.0226,147.2712,79.77,81,100,8.03,overcast clouds
373,Inirida,CO,3.8653,-67.9239,92.59,48,61,2.24,broken clouds
374,Najran,SA,17.4924,44.1277,88.45,15,71,13.29,broken clouds
375,Minas,UY,-34.3759,-55.2377,60.06,60,94,11.36,overcast clouds
376,Xinmin,CN,41.9908,122.8253,47.59,64,0,8.01,clear sky
377,Keetmanshoop,NA,-26.5833,18.1333,67.6,15,0,13.98,clear sky
378,Lamu,KE,-2.2717,40.902,77.22,81,92,9.98,overcast clouds
379,Egvekinot,RU,66.3167,-179.1667,32.94,83,43,6.51,scattered clouds
380,Salinas,US,36.6777,-121.6555,65.43,81,100,14.97,overcast clouds
381,Mount Gambier,AU,-37.8333,140.7667,53.51,94,100,4.61,light intensity shower rain
382,Lagoa,PT,39.05,-27.9833,73.69,80,85,2.77,overcast clouds
383,Adeje,ES,28.1227,-16.726,77.22,86,40,14.97,scattered clouds
384,Axim,GH,4.8699,-2.2405,77.38,80,94,11.39,overcast clouds
385,La Asuncion,VE,11.0333,-63.8628,85.73,79,63,12.66,broken clouds
386,Bassano,CA,50.7834,-112.4685,45.63,58,2,12.64,clear sky
387,Katsuura,JP,35.1333,140.3,67.42,89,100,22.01,overcast clouds
388,Jumla,NP,29.2747,82.1838,62.64,90,99,2.1,light rain
389,Leo,BF,11.1,-2.1,72.84,93,100,5.19,overcast clouds
390,Shimoda,JP,34.6667,138.95,65.1,88,100,16.51,overcast clouds
391,Kozyatyn,UA,49.7143,28.8339,44.4,90,100,14.14,overcast clouds
392,Alyangula,AU,-13.8483,136.4192,76.33,77,15,5.1,few clouds
393,Maningrida,AU,-12.0667,134.2667,76.03,87,58,6.98,broken clouds
394,Berlevag,NO,70.8578,29.0864,42.75,75,75,19.57,broken clouds
395,Tarrafal,CV,15.2833,-23.7667,86.79,73,63,14.32,broken clouds
396,Rio Gallegos,AR,-51.6226,-69.2181,48.25,37,0,20.71,clear sky
397,Portland,US,45.5234,-122.6762,69.08,61,20,4,few clouds
398,Houma,US,29.5958,-90.7195,87.01,70,40,6.91,scattered clouds
399,Umm Lajj,SA,25.0213,37.2685,83.21,65,0,8.86,clear sky
400,Kihei,US,20.785,-156.4656,78.82,73,20,12.66,few clouds
401,Hamilton,US,39.1834,-84.5333,83.21,67,0,4.61,clear sky
402,Pemba,MZ,-12.974,40.5178,75.65,79,0,13.71,clear sky
403,Nanakuli,US,21.3906,-158.1547,78.75,71,60,12.59,broken clouds
404,Quatre Cocos,MU,-20.2078,57.7625,71.1,83,54,18.25,light rain
405,Rantauprapat,ID,2.1,99.8333,73.04,98,100,2.48,overcast clouds
406,Praia,CV,14.9215,-23.5087,86.54,58,20,13.8,few clouds
407,Igrim,RU,63.1906,64.4162,58.33,77,100,12.19,overcast clouds
408,Carahue,CL,-38.7,-73.1667,49.59,75,65,4.47,broken clouds
409,Artemisa,CU,22.814,-82.7561,86.18,65,0,5.03,clear sky
410,Dryden,CA,49.7833,-92.7503,64.69,88,100,9.22,overcast clouds
411,Tabas,IR,33.5959,56.9244,87.12,12,0,10.42,clear sky
412,Santa Maria Del Oro,MX,25.9333,-105.3667,73.74,49,5,8.93,clear sky
413,Xuddur,SO,4.1213,43.8894,83.21,47,85,18.25,overcast clouds
414,Lokoja,NG,7.8024,6.743,82.9,78,71,2.46,moderate rain
415,Rio Grande,BR,-32.035,-52.0986,66.31,84,65,11.95,broken clouds
416,Zhigansk,RU,66.7697,123.3711,27.75,87,38,12.75,scattered clouds
417,Kedrovyy,RU,56.1667,91.8167,50.41,96,68,3.85,broken clouds
418,Kampot,KH,10.6167,104.1833,77.05,85,100,7.94,overcast clouds
419,Margate,GB,51.3813,1.3862,65.89,63,100,3,overcast clouds
420,Caucaia,BR,-3.7361,-38.6531,87.75,71,20,21.85,few clouds
421,Pavlodar,KZ,52.3,76.95,58.8,36,0,0,clear sky
422,San Policarpo,PH,12.1791,125.5072,77.88,86,100,4.29,overcast clouds
423,Chapleau,CA,47.8405,-83.4034,66.29,72,40,5.75,scattered clouds
424,Tessalit,ML,20.1986,1.0114,102.47,17,52,16.89,broken clouds
425,Nioro,GM,13.35,-15.75,78.85,88,100,3.11,overcast clouds
426,Bulgan,MN,48.8125,103.5347,49.95,39,99,8.12,overcast clouds
427,Namatanai,PG,-3.6667,152.4333,78.46,80,97,4.27,overcast clouds
428,Port Lincoln,AU,-34.7333,135.8667,56.82,94,62,18.37,broken clouds
429,Lewistown,US,40.5992,-77.5714,77.18,79,40,9.22,scattered clouds
430,Port Hardy,CA,50.6996,-127.4199,51.98,93,20,3.44,few clouds
431,Shache,CN,38.4167,77.2406,79.72,25,14,2.21,few clouds
432,Livno,BA,43.8269,17.0078,60.76,51,5,7.63,clear sky
433,Mitsamiouli,KM,-11.3847,43.2844,75.85,77,4,8.23,clear sky
434,Batemans Bay,AU,-35.7167,150.1833,50.4,92,83,3.83,broken clouds
435,Naro,IT,37.2935,13.7936,83.25,57,43,13,scattered clouds
436,Homer,US,59.6425,-151.5483,47.8,92,75,8.01,broken clouds
437,Mayumba,GA,-3.432,10.6554,76.15,83,93,9.04,overcast clouds
438,Atasu,KZ,48.6814,71.6433,62.76,15,65,12.88,broken clouds
439,Eureka,US,40.8021,-124.1637,59.67,92,100,1.01,overcast clouds
440,Poum,NC,-20.2333,164.0167,74.88,78,2,7.56,clear sky
441,Altyn-Topkan,TJ,40.6528,69.5998,63.07,25,68,1.5,broken clouds
442,Norman,US,35.2226,-97.4395,90.97,58,0,13.8,clear sky
443,Nalut,LY,30.3333,10.85,102.24,7,1,8.28,clear sky
444,Nortelandia,BR,-14.4547,-56.8028,105.76,23,23,1.95,few clouds
445,Buala,SB,-8.145,159.5921,79.7,82,95,4.7,light rain
446,Kruisfontein,ZA,-34.0033,24.7314,56.59,69,0,7.92,clear sky
447,Nakhon Phanom,TH,17.3333,104.4167,75.76,90,100,2.77,overcast clouds
448,Warrnambool,AU,-38.3833,142.4833,57.09,61,100,7.4,overcast clouds
449,Tigil,RU,57.8,158.6667,45.72,62,81,44,broken clouds
450,Mirnyy,RU,62.5353,113.9611,39.24,100,100,13,overcast clouds
451,Solnechnyy,RU,50.7214,136.6319,32.81,74,5,5.82,clear sky
452,Bani,DO,18.2833,-70.3333,87.24,76,100,12.93,overcast clouds
453,Vadgaon,IN,20.9402,74.8712,76.23,86,61,11.1,broken clouds
454,Vostok,RU,46.4856,135.8833,29.97,73,0,6.02,clear sky
455,Ajaccio,FR,42,8.9167,73.38,50,0,9.22,clear sky
456,Newport,GB,51.5877,-2.9984,69.12,56,56,4.05,broken clouds
457,Belmonte,BR,-15.8631,-38.8828,77.23,68,79,7.76,broken clouds
458,Arlit,NE,18.7369,7.3853,100.54,22,37,5.21,scattered clouds
459,Kendari,ID,-3.945,122.4989,74.32,94,8,2.39,clear sky
460,Roma,US,43.2128,-75.4557,67.73,92,75,10,broken clouds
461,Minna,NG,9.6139,6.5569,80.31,83,40,5.75,light rain
462,Benguela,AO,-12.5763,13.4055,73.02,75,19,8.57,few clouds
463,Dzhida,RU,50.6772,106.1806,49.28,80,100,2.13,overcast clouds
464,Guozhen,CN,34.3659,107.359,58.41,86,99,0.65,overcast clouds
465,Mtama,TZ,-10.3,39.3667,73.96,71,49,8.25,scattered clouds
466,Ola,RU,59.5833,151.2833,39.15,94,100,7.31,light rain
467,Colares,PT,38.7992,-9.4469,86.99,68,20,10.36,few clouds
468,Kushmurun,KZ,52.4503,64.6311,67.91,26,0,6.76,clear sky
469,Mananara,MG,-16.1667,49.7667,67.84,89,4,5.41,light rain
470,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,100,100,14.97,moderate rain
471,Lengshuitan,CN,26.4111,111.5956,72.79,42,47,9.62,scattered clouds
472,Hami,CN,42.8,93.45,72.09,17,19,6.26,few clouds
473,Vanimo,PG,-2.6741,141.3028,76.59,91,100,5.53,light rain
474,Tual,ID,-5.6667,132.75,81.57,80,100,13.09,overcast clouds
475,Champerico,GT,14.3,-91.9167,86.54,74,94,5.88,overcast clouds
476,Beira,MZ,-19.8436,34.8389,76.77,78,0,15.17,clear sky
477,Jizan,SA,17.3333,42.6667,92.34,66,68,21.5,moderate rain
478,Broken Hill,AU,-31.95,141.4333,57.74,79,97,20.31,overcast clouds
479,Tukrah,LY,32.5341,20.5791,81.91,53,1,9.31,clear sky
480,Gusau,NG,12.1628,6.6614,83.57,63,73,5.41,broken clouds
481,Barsovo,RU,61.1667,73.1667,51.93,94,100,12.86,overcast clouds
482,Shitanjing,CN,39.2342,106.3439,57.42,49,0,5.7,clear sky
483,Minsk,BY,53.9,27.5667,51.55,80,100,3.47,overcast clouds
484,Pacific Grove,US,36.6177,-121.9166,65.01,90,0,5.01,clear sky
485,Ilulissat,GL,69.2167,-51.1,39.22,87,75,10.36,broken clouds
486,Zhicheng,CN,30.2956,111.5047,63.63,80,100,7.92,overcast clouds
487,Pokhara,NP,28.2333,83.9833,73.31,87,52,2.42,broken clouds
488,Semirom,IR,31.4167,51.5667,61.97,47,94,3.11,overcast clouds
489,Tuburan,PH,6.6439,122.2736,81.55,77,100,3.65,overcast clouds
490,Narsaq,GL,60.9167,-46.05,43.02,65,97,3.51,overcast clouds
491,Grand Gaube,MU,-20.0064,57.6608,71.38,76,10,5.01,light rain
492,Berbera,SO,10.4396,45.0143,89.37,66,11,4.07,few clouds
493,Dalbandin,PK,28.8947,64.4101,87.8,10,0,2.44,clear sky
494,Dodge City,US,37.7528,-100.0171,88.25,47,0,17.27,clear sky
495,Fort-Shevchenko,KZ,44.5086,50.263,75.07,43,3,3.56,clear sky
496,Necocli,CO,8.4234,-76.786,83.79,67,99,8.81,overcast clouds
497,Gravelbourg,CA,49.8834,-106.5512,48.47,57,40,19.69,scattered clouds
498,Nosy Varika,MG,-20.5833,48.5333,69.69,83,2,5.61,clear sky
499,Marsh Harbour,BS,26.5412,-77.0636,84.34,67,48,7.74,scattered clouds
500,Linkou,CN,45.3,130.2833,38.12,67,1,5.84,clear sky
501,Kharp,RU,66.8014,65.8081,46.38,100,100,3.87,overcast clouds
502,Cayenne,GF,4.9333,-52.3333,89.64,62,75,6.91,broken clouds
503,Tarko-Sale,RU,64.9225,77.785,38.8,79,100,20.09,light rain
504,Sabalgarh,IN,26.25,77.4,84.67,66,100,3.67,overcast clouds
505,Muros,ES,42.7762,-9.0603,74.84,72,79,3.58,broken clouds
506,Ngunguru,NZ,-35.6167,174.5,56.35,91,100,8.75,light rain
507,Surt,LY,31.2089,16.5887,86.5,46,5,11.86,clear sky
508,Port Blair,IN,11.6667,92.75,81.43,76,46,10.16,scattered clouds
509,Khunzakh,RU,42.5394,46.705,57.67,83,0,0.98,clear sky
510,Terrace Bay,CA,48.7834,-87.1,59.29,85,34,9.91,scattered clouds
511,Nemuro,JP,43.3236,145.575,55.8,61,100,8.21,overcast clouds
512,Scottsbluff,US,41.8666,-103.6672,79.79,31,0,8.05,clear sky
513,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,73,20,11.5,few clouds
514,Vitim,RU,59.4511,112.5578,41.25,98,100,3.83,overcast clouds
515,Imeni Poliny Osipenko,RU,52.4201,136.4853,33.98,68,56,6.2,broken clouds
516,Luancheng,CN,37.8792,114.6517,57.36,72,0,6.31,clear sky
517,Molteno,ZA,-31.3968,26.3625,40.17,95,100,16.84,overcast clouds
518,Barstow,US,34.8986,-117.0228,68.99,45,0,5.17,clear sky
519,Chinsali,ZM,-10.5414,32.0816,81.34,16,6,7.78,clear sky
520,Charyshskoye,RU,51.3978,83.5598,52.63,51,15,4.09,few clouds
521,Douentza,ML,14.9951,-2.9517,88.41,50,100,16.35,overcast clouds
522,Komsomolskiy,UZ,40.4272,71.7189,74.12,40,11,9.22,few clouds
523,Midland,US,31.9974,-102.0779,82.8,64,40,19.57,scattered clouds
524,San Pedro,PH,14.35,121.0167,78.35,94,100,2.3,overcast clouds
525,Indi,IN,17.1667,75.9667,75.83,75,100,11.7,overcast clouds
526,Maitum,PH,6.0392,124.4986,78.37,85,92,3.2,overcast clouds
527,Finschhafen,PG,-6.6024,147.8681,78.6,78,77,6.35,broken clouds
528,Sarh,TD,9.1429,18.3923,73.31,96,100,3.56,moderate rain
529,Kasane,BW,-17.8167,25.15,86.65,26,34,3.31,scattered clouds
530,Ravar,IR,31.2656,56.8055,83.19,14,8,4.21,clear sky
531,Kushiro,JP,42.975,144.3747,53.02,64,100,10.92,overcast clouds
532,Pombas,CV,17.1503,-25.0201,82.18,72,50,13.69,scattered clouds
533,Berwick,US,41.0545,-76.2333,76.15,71,3,8.86,clear sky
534,Great Falls,US,47.5002,-111.3008,46.67,84,100,9.22,overcast clouds
535,Katesh,TZ,-4.5167,35.3833,71.67,36,3,7.43,clear sky
536,Kajaani,FI,64.2273,27.7285,46.45,76,100,12.66,overcast clouds
537,Opuwo,NA,-18.0607,13.84,88.09,10,4,8.14,clear sky
538,Anito,PH,12.4497,125.2886,76.86,90,100,5.06,overcast clouds
539,Puerto Carreno,CO,6.189,-67.4859,88.39,62,2,2.86,clear sky
540,Aksay,RU,47.26,39.87,74.25,26,93,8.01,overcast clouds
541,Havelock,US,34.8791,-76.9013,89.58,64,20,6.91,few clouds
542,Correntina,BR,-13.3433,-44.6367,95.63,25,38,5.01,scattered clouds
543,Kharan,PK,28.5833,65.4167,90.54,13,0,4.16,clear sky
544,Iquitos,PE,-3.7481,-73.2472,91.44,70,20,5.75,few clouds
545,Dossor,KZ,47.5272,52.9811,75.51,11,1,10.76,clear sky
546,Goure,NE,13.9835,10.2704,90.01,37,88,4.12,overcast clouds
547,Shahr-E Babak,IR,30.1165,55.1186,77.52,19,62,5.19,broken clouds
548,Boyarka,UA,50.3191,30.2973,52.14,92,100,5.32,moderate rain
549,Guaraciaba Do Norte,BR,-4.1669,-40.7475,89.65,21,100,7.02,overcast clouds
550,Nurota,UZ,40.5614,65.6886,76.71,18,0,7.54,clear sky
551,Inta,RU,66.0317,60.1659,51.76,83,57,14.18,light rain
552,Deputatskiy,RU,69.3,139.9,25.09,97,100,4.29,light snow
553,Darnah,LY,32.767,22.6367,76.69,67,0,6.35,clear sky
554,Mudgee,AU,-32.5943,149.5871,53.78,90,100,4.92,overcast clouds
555,Druzhba,UA,52.0428,33.9453,52.11,73,100,6.82,overcast clouds
556,Churachandpur,IN,24.3333,93.6667,67.44,99,28,1.88,scattered clouds
557,Udalguri,IN,26.7667,92.1333,80.01,86,98,3.36,overcast clouds
558,Denpasar,ID,-8.65,115.2167,80.26,83,40,12.66,scattered clouds
559,Hengyang,CN,26.8881,112.615,74.48,44,96,11.25,overcast clouds
560,Bandarbeyla,SO,9.4942,50.8122,78.62,84,2,27.38,clear sky
561,Guadalupe Y Calvo,MX,26.1,-106.9667,67.14,56,11,7.23,few clouds
562,Adrar,MR,20.5022,-10.0711,102.79,14,48,6.44,scattered clouds
563,Dawlatabad,AF,36.4141,64.9053,77.41,19,0,3.76,clear sky
564,Baoshan,CN,46.5586,131.4244,42.01,55,3,9.19,clear sky
565,Saint Anthony,US,45.0205,-93.218,80.01,79,40,9.22,scattered clouds
566,Port Moresby,PG,-9.4431,147.1797,76.42,94,20,3.44,few clouds
567,Bac Lieu,VN,9.285,105.7244,78.98,84,99,9.8,overcast clouds
568,Lompoc,US,34.6391,-120.4579,69.69,96,20,3.44,mist
